Index,age,vintage,bottled,avp,size,price,name,bottling,bottler,loc/type,country,name_1,name_2
3004,16,1998,2014,56.30%,700,222,Ardbeg,"Malts of Scotland, Islay Single Malt",Malts of Scotland,Islay,UK,Ardbeg,Ardbeg
3005,17,1998,2015,58.90%,700,222,Ardbeg Dunes An Oir,"Malts of Scotland, Islay Single Malt",Malts of Scotland,Islay,UK,Ardbeg,Ardbeg Dunes
3006,16,2000,2016,54.80%,700,261.96,Ardbeg,"Malts of Scotland, Islay Single Malt",Malts of Scotland,Islay,UK,Ardbeg,Ardbeg
3007,8,2007,2015,60.90%,700,278.61,Ardbeg 33.134,"Scotch Malt Whisky Society, Islay Single Malt",Scotch Malt Whisky Society,Islay,UK,Ardbeg,Ardbeg 33.134
3605,22,1975,1997,40.00%,700,274.17,Ardbeg Spirit of Scotland,"Speymalt Whisky Distributors Ltd., Islay Single Malt",Speymalt Whisky Distributors Ltd.,Islay,UK,Ardbeg,Ardbeg Spirit
3606,10,1993,2003,50.00%,200,74.37,Ardbeg The Old Malt Cask,"Douglas Laing, Islay Single Malt",Douglas Laing,Islay,UK,Ardbeg,Ardbeg The
3607,21,1994,2015,47.60%,700,345.21,Ardbeg,"Maltman, Islay Single Malt",Maltman,Islay,UK,Ardbeg,Ardbeg
3608,,2000,,62.20%,700,402.93,Ardbeg,"Silver Seal, Islay Single Malt",Silver Seal,Islay,UK,Ardbeg,Ardbeg
3609,8,2007,2015,60.90%,700,246.42,Ardbeg 33.132,"Scotch Malt Whisky Society, Islay Single Malt",Scotch Malt Whisky Society,Islay,UK,Ardbeg,Ardbeg 33.132
3986,32,1974,2006,54.10%,700,2151.18,Ardbeg Single Cask,"Original Bottling, Islay Single Malt",Original Bottling,Islay,UK,Ardbeg,Ardbeg Single
3987,11,1990,2001,57.10%,700,333,Ardbeg,"High Spirits' Collection, Islay Single Malt",High Spirits' Collection,Islay,UK,Ardbeg,Ardbeg
3988,25,1991,2016,48.20%,700,591.63,Ardbeg XOP,"Douglas Laing, Islay Single Malt",Douglas Laing,Islay,UK,Ardbeg,Ardbeg XOP
4228,29,1975,2004,44.70%,700,1741.59,Ardbeg Fino Cask (Feis Ile 2005),"Original Bottling, Islay Single Malt",Original Bottling,Islay,UK,Ardbeg,Ardbeg Fino
4229,25,1976,2001,53.10%,700,3305.58,Ardbeg Single Cask,"Original Bottling, Islay Single Malt",Original Bottling,Islay,UK,Ardbeg,Ardbeg Single
4247,12,1972,1984,40.00%,750,1327.56,Ardbeg Connoisseurs Choice,"Gordon & MacPhail, Islay Single Malt",Gordon & MacPhail,Islay,UK,Ardbeg,Ardbeg Connoisseurs
4248,26,1974,2000,55.00%,750,2763.9,Ardbeg Provenance (4th Release),"Original Bottling, Islay Single Malt",Original Bottling,Islay,UK,Ardbeg,Ardbeg Provenance
4249,19,1978,1997,51.40%,700,630.48,Ardbeg,"Cadenhead, Islay Single Malt",Cadenhead,Islay,UK,Ardbeg,Ardbeg
4471,28,1976,2004,43.00%,700,451.77,Ardbeg Connoisseurs Choice,"Gordon & MacPhail, Islay Single Malt",Gordon & MacPhail,Islay,UK,Ardbeg,Ardbeg Connoisseurs
4472,27,1978,2005,43.00%,700,356.31,Ardbeg Connoisseurs Choice,"Gordon & MacPhail, Islay Single Malt",Gordon & MacPhail,Islay,UK,Ardbeg,Ardbeg Connoisseurs
4519,31,1992,,51.40%,700,3207.9,Ardbeg Single Cask,"Original Bottling, Islay Single Malt",Original Bottling,Islay,UK,Ardbeg,Ardbeg Single
4520,19,1974,1993,40.00%,700,469.53,Ardbeg Connoisseurs Choice,"Gordon & MacPhail, Islay Single Malt",Gordon & MacPhail,Islay,UK,Ardbeg,Ardbeg Connoisseurs
4521,13,1994,2007,59.70%,700,146.52,Ardbeg Authentic Collection,"Cadenhead, Islay Single Malt",Cadenhead,Islay,UK,Ardbeg,Ardbeg Authentic
4522,14,1995,2009,53.30%,700,733.71,Ardbeg Single Cask (Feis Ile 2010),"Original Bottling, Islay Single Malt",Original Bottling,Islay,UK,Ardbeg,Ardbeg Single
4523,12,2003,2015,53.70%,700,157.62,Ardbeg,"Gleann Mór, Islay Single Malt",Gleann Mór,Islay,UK,Ardbeg,Ardbeg
4806,,1969,,40.00%,700,1490.73,Ardbeg,"Sestante, Islay Single Malt",Sestante,Islay,UK,Ardbeg,Ardbeg
4807,,1973,1988,40.00%,750,910.2,Ardbeg,"Sestante, Islay Single Malt",Sestante,Islay,UK,Ardbeg,Ardbeg
4808,15,1976,1991,46.00%,750,4343.43,Ardbeg,"Signatory Vintage, Islay Single Malt",Signatory Vintage,Islay,UK,Ardbeg,Ardbeg
4809,17,1974,1991,40.00%,700,559.44,Ardbeg Connoisseurs Choice,"Gordon & MacPhail, Islay Single Malt",Gordon & MacPhail,Islay,UK,Ardbeg,Ardbeg Connoisseurs
4810,21,1974,,40.00%,700,673.77,Ardbeg Finest Islay Single Malt,"Sestante, Islay Single Malt",Sestante,Islay,UK,Ardbeg,Ardbeg Finest
4811,24,1974,1998,51.30%,700,1822.62,Ardbeg,"Signatory Vintage, Islay Single Malt",Signatory Vintage,Islay,UK,Ardbeg,Ardbeg
4812,18,1974,1992,54.60%,700,1240.98,Ardbeg,"Wilson & Morgan, Islay Single Malt",Wilson & Morgan,Islay,UK,Ardbeg,Ardbeg
4813,29,1975,2004,47.20%,700,1770.45,Ardbeg Single Cask,"Original Bottling, Islay Single Malt",Original Bottling,Islay,UK,Ardbeg,Ardbeg Single
4814,30,1975,2005,40.90%,700,1758.24,Ardbeg Single Cask,"Original Bottling, Islay Single Malt",Original Bottling,Islay,UK,Ardbeg,Ardbeg Single
4815,25,1978,2003,46.00%,700,1209.9,Ardbeg Everest Golden Jubilee (50th Anniversary ),"Silver Seal, Islay Single Malt",Silver Seal,Islay,UK,Ardbeg,Ardbeg Everest
4816,16,1991,2007,50.00%,700,193.14,Ardbeg The Old Malt Cask,"Douglas Laing, Islay Single Malt",Douglas Laing,Islay,UK,Ardbeg,Ardbeg The
4817,9,1991,2000,46.00%,750,132.09,Ardbeg (US Import),"Murray McDavid, Islay Single Malt",Murray McDavid,Islay,UK,Ardbeg,Ardbeg (US
4818,18,1991,2009,50.00%,700,467.31,Ardbeg,"whiskyforyou.it, Islay Single Malt",whiskyforyou.it,Islay,UK,Ardbeg,Ardbeg
4819,16,1994,2010,57.00%,700,144.3,Ardbeg Authentic Collection,"Cadenhead, Islay Single Malt",Cadenhead,Islay,UK,Ardbeg,Ardbeg Authentic
4820,17,1994,2011,56.50%,700,202.02,Ardbeg Mission,"Murray McDavid, Islay Single Malt",Murray McDavid,Islay,UK,Ardbeg,Ardbeg Mission
4821,9,1996,2005,40.00%,700,97.68,Ardbeg Connoisseurs Choice,"Gordon & MacPhail, Islay Single Malt",Gordon & MacPhail,Islay,UK,Ardbeg,Ardbeg Connoisseurs
5261,22,1974,1996,40.00%,700,409.59,Ardbeg Connoisseurs Choice,"Gordon & MacPhail, Islay Single Malt",Gordon & MacPhail,Islay,UK,Ardbeg,Ardbeg Connoisseurs
5262,27,1976,2003,51.40%,700,1747.14,Ardbeg Single Cask,"Original Bottling, Islay Single Malt",Original Bottling,Islay,UK,Ardbeg,Ardbeg Single
5263,12,1979,1991,40.00%,700,316.35,Ardbeg Connoisseurs Choice,"Gordon & MacPhail, Islay Single Malt",Gordon & MacPhail,Islay,UK,Ardbeg,Ardbeg Connoisseurs
5264,10,1998,2008,54.70%,700,692.64,Ardbeg Single Cask (Feis Ile 2009),"Original Bottling, Islay Single Malt",Original Bottling,Islay,UK,Ardbeg,Ardbeg Single
5265,11,1998,2009,55.40%,700,637.14,Ardbeg Single Cask,"Original Bottling, Islay Single Malt",Original Bottling,Islay,UK,Ardbeg,Ardbeg Single
5659,32,1967,1999,47.50%,700,1840.38,Ardbeg The Old Malt Cask,"Douglas Laing, Islay Single Malt",Douglas Laing,Islay,UK,Ardbeg,Ardbeg The
5660,36,1972,2008,43.50%,700,1159.95,Ardbeg The Old Malt Cask (60th Anniversary),"Douglas Laing, Islay Single Malt",Douglas Laing,Islay,UK,Ardbeg,Ardbeg The
5661,24,1975,1999,50.00%,700,921.3,Ardbeg The Old Malt Cask,"Douglas Laing, Islay Single Malt",Douglas Laing,Islay,UK,Ardbeg,Ardbeg The
5662,25,1978,2003,46.00%,1500,1774.89,Ardbeg Golden Jubilee (Magnum),"Silver Seal, Islay Single Malt",Silver Seal,Islay,UK,Ardbeg,Ardbeg Golden
5663,11,1990,2001,57.10%,700,218.67,Ardbeg Spirit of Scotland,"Speymalt Whisky Distributors Ltd., Islay Single Malt",Speymalt Whisky Distributors Ltd.,Islay,UK,Ardbeg,Ardbeg Spirit
5664,18,1991,2009,50.00%,700,213.12,Ardbeg The Old Malt Cask,"Douglas Laing, Islay Single Malt",Douglas Laing,Islay,UK,Ardbeg,Ardbeg The
5665,10,1996,2006,50.00%,700,119.88,Ardbeg The Old Malt Cask,"Douglas Laing, Islay Single Malt",Douglas Laing,Islay,UK,Ardbeg,Ardbeg The
5666,11,1998,2009,46.00%,700,97.68,Ardbeg Chieftain´s,"Ian Macleod, Islay Single Malt",Ian Macleod,Islay,UK,Ardbeg,Ardbeg Chieftain´s
5667,8,2000,2008,62.60%,700,119.88,Ardbeg Single Malts of Scotland,"Speciality Drinks, Islay Single Malt",Speciality Drinks,Islay,UK,Ardbeg,Ardbeg Single
5987,15,1965,1980,46.00%,750,7417.02,Ardbeg,"Cadenhead, Islay Single Malt",Cadenhead,Islay,UK,Ardbeg,Ardbeg
5988,30,1972,2002,49.90%,700,3227.88,Ardbeg Single Cask,"Original Bottling, Islay Single Malt",Original Bottling,Islay,UK,Ardbeg,Ardbeg Single
5989,24,1974,1998,43.00%,50,58.83,Ardbeg,"Signatory Vintage, Islay Single Malt",Signatory Vintage,Islay,UK,Ardbeg,Ardbeg
5990,26,1974,2000,40.00%,700,705.96,Ardbeg,"Silver Seal, Islay Single Malt",Silver Seal,Islay,UK,Ardbeg,Ardbeg
5991,29,1974,2003,52.30%,700,2426.46,Ardbeg Single Cask,"Original Bottling, Islay Single Malt",Original Bottling,Islay,UK,Ardbeg,Ardbeg Single
5992,31,1974,2005,53.10%,700,2004.66,Ardbeg Single Cask,"Original Bottling, Islay Single Malt",Original Bottling,Islay,UK,Ardbeg,Ardbeg Single
5993,31,1976,2007,52.40%,700,1723.83,Ardbeg Single Cask,"Original Bottling, Islay Single Malt",Original Bottling,Islay,UK,Ardbeg,Ardbeg Single
5994,23,1991,2014,48.90%,700,610.5,Ardbeg,"Malts of Scotland, Islay Single Malt",Malts of Scotland,Islay,UK,Ardbeg,Ardbeg
5995,10,1994,2004,40.00%,700,125.43,Ardbeg Connoisseurs Choice,"Gordon & MacPhail, Islay Single Malt",Gordon & MacPhail,Islay,UK,Ardbeg,Ardbeg Connoisseurs
6244,18,1974,1992,43.00%,700,879.12,Ardbeg,"Signatory Vintage, Islay Single Malt",Signatory Vintage,Islay,UK,Ardbeg,Ardbeg
6245,19,1974,1993,43.00%,700,680.43,Ardbeg,"van Wees, Islay Single Malt",van Wees,Islay,UK,Ardbeg,Ardbeg
6246,29,1975,2004,58.30%,700,1003.44,Ardbeg Old & Rare,"Douglas Laing, Islay Single Malt",Douglas Laing,Islay,UK,Ardbeg,Ardbeg Old
6247,10,1990,2000,50.00%,700,113.22,Ardbeg The Old Malt Cask,"Douglas Laing, Islay Single Malt",Douglas Laing,Islay,UK,Ardbeg,Ardbeg The
6248,10,1991,2001,45.00%,700,293.04,Ardbeg Single Cask,"Samaroli, Islay Single Malt",Samaroli,Islay,UK,Ardbeg,Ardbeg Single
6249,15,1992,2007,51.60%,700,149.85,Ardbeg Scott´s Selection,"Robert Scott & Co, Islay Single Malt",Robert Scott & Co,Islay,UK,Ardbeg,Ardbeg Scott´s
6446,24,1965,1989,54.40%,700,2429.79,Ardbeg,"Douglas Laing, Islay Single Malt",Douglas Laing,Islay,UK,Ardbeg,Ardbeg
6447,30,1967,1997,52.00%,700,2626.26,Ardbeg,"Signatory Vintage, Islay Single Malt",Signatory Vintage,Islay,UK,Ardbeg,Ardbeg
6448,31,1992,,44.20%,700,1904.76,Ardbeg Single Cask,"Original Bottling, Islay Single Malt",Original Bottling,Islay,UK,Ardbeg,Ardbeg Single
6449,28,1975,2003,43.00%,700,317.46,Ardbeg Spirit of Scotland,"Speymalt Whisky Distributors Ltd., Islay Single Malt",Speymalt Whisky Distributors Ltd.,Islay,UK,Ardbeg,Ardbeg Spirit
6450,24,1975,1999,46.70%,700,4916.19,Ardbeg Single Cask,"Original Bottling, Islay Single Malt",Original Bottling,Islay,UK,Ardbeg,Ardbeg Single
6451,12,1979,1991,40.00%,700,469.53,Ardbeg,"Gordon & MacPhail, Islay Single Malt",Gordon & MacPhail,Islay,UK,Ardbeg,Ardbeg
6452,10,1991,2001,59.90%,700,145.41,Ardbeg,"Acorn, Islay Single Malt",Acorn,Islay,UK,Ardbeg,Ardbeg
6453,18,1991,2009,56.10%,700,209.79,Ardbeg The Old Malt Cask,"Douglas Laing, Islay Single Malt",Douglas Laing,Islay,UK,Ardbeg,Ardbeg The
6454,12,1992,2004,46.00%,700,233.1,Ardbeg,"Silver Seal, Islay Single Malt",Silver Seal,Islay,UK,Ardbeg,Ardbeg
6455,19,1996,2015,46.10%,700,214.23,Ardbeg Dun Bheagan,"Ian Macleod, Islay Single Malt",Ian Macleod,Islay,UK,Ardbeg,Ardbeg Dun
6794,32,1972,2004,48.50%,700,1661.67,Ardbeg Single Cask,"Original Bottling, Islay Single Malt",Original Bottling,Islay,UK,Ardbeg,Ardbeg Single
6795,26,1975,2001,46.20%,700,2009.1,Ardbeg Single Cask,"Original Bottling, Islay Single Malt",Original Bottling,Islay,UK,Ardbeg,Ardbeg Single
6796,23,1975,1998,45.20%,700,1891.44,Ardbeg Single Cask,"Original Bottling, Islay Single Malt",Original Bottling,Islay,UK,Ardbeg,Ardbeg Single
6797,23,1975,1998,46.70%,700,2113.44,Ardbeg Single Cask,"Original Bottling, Islay Single Malt",Original Bottling,Islay,UK,Ardbeg,Ardbeg Single
6798,22,1978,2000,40.00%,700,296.37,Ardbeg Connoisseurs Choice,"Gordon & MacPhail, Islay Single Malt",Gordon & MacPhail,Islay,UK,Ardbeg,Ardbeg Connoisseurs
6799,11,1991,2002,46.00%,700,112.11,Ardbeg,"Murray McDavid, Islay Single Malt",Murray McDavid,Islay,UK,Ardbeg,Ardbeg
6800,15,1993,2008,58.90%,700,188.7,Ardbeg,"Duncan Taylor, Islay Single Malt",Duncan Taylor,Islay,UK,Ardbeg,Ardbeg
6801,15,2000,2015,43.50%,700,155.4,Ardbeg Chieftain´s,"Ian Macleod, Islay Single Malt",Ian Macleod,Islay,UK,Ardbeg,Ardbeg Chieftain´s
340,22,1965,1987,46.00%,700,953.49,Ardmore,"Cadenhead, Highlands Single Malt",Cadenhead,Highlands,UK,Ardmore,Ardmore
778,20,1985,2005,54.10%,700,170.94,Ardmore 66.20,"Scotch Malt Whisky Society, Highlands Single Malt",Scotch Malt Whisky Society,Highlands,UK,Ardmore,Ardmore 66.20
779,8,2008,2016,60.10%,700,86.58,Ardmore 66.104,"Scotch Malt Whisky Society, Highlands Single Malt",Scotch Malt Whisky Society,Highlands,UK,Ardmore,Ardmore 66.104
1398,17,1995,2012,43.00%,700,81.03,Ardmore,"Gordon & MacPhail, Highlands Single Malt",Gordon & MacPhail,Highlands,UK,Ardmore,Ardmore
1863,,1977,,59.60%,50,17.76,Ardmore,"Cadenhead, Highlands Single Malt",Cadenhead,Highlands,UK,Ardmore,Ardmore
1864,,1977,,40.00%,700,135.42,Ardmore,"Gordon & MacPhail, Highlands Single Malt",Gordon & MacPhail,Highlands,UK,Ardmore,Ardmore
1865,13,1992,2005,43.00%,700,56.61,Ardmore (Bourbon Barrel),"Signatory Vintage, Highlands Single Malt",Signatory Vintage,Highlands,UK,Ardmore,Ardmore (Bourbon
2459,13,1981,1994,40.00%,700,81.03,Ardmore,"Gordon & MacPhail, Highlands Single Malt",Gordon & MacPhail,Highlands,UK,Ardmore,Ardmore
3008,17,1991,2008,43.00%,700,64.38,Ardmore Reserve,"Gordon & MacPhail, Highlands Single Malt",Gordon & MacPhail,Highlands,UK,Ardmore,Ardmore Reserve
3009,10,2004,2014,61.10%,700,102.12,Ardmore 66.73,"Scotch Malt Whisky Society, Highlands Single Malt",Scotch Malt Whisky Society,Highlands,UK,Ardmore,Ardmore 66.73
3610,20,1968,1988,58.40%,750,612.72,Ardmore,"Signatory Vintage, Highlands Single Malt",Signatory Vintage,Highlands,UK,Ardmore,Ardmore
3611,20,1996,2016,49.30%,700,93.24,Ardmore Bourbon and Islay Cask,"Original Bottling, Highlands Single Malt",Original Bottling,Highlands,UK,Ardmore,Ardmore Bourbon
3612,17,1998,2015,57.50%,700,158.73,Ardmore 66.82,"Scotch Malt Whisky Society, Highlands Single Malt",Scotch Malt Whisky Society,Highlands,UK,Ardmore,Ardmore 66.82
3613,11,2006,2017,58.90%,700,86.58,Ardmore 66.108,"Scotch Malt Whisky Society, Highlands Single Malt",Scotch Malt Whisky Society,Highlands,UK,Ardmore,Ardmore 66.108
3989,19,1990,2009,46.00%,700,98.79,Ardmore First Cask,"Direct Wines, Highlands Single Malt",Direct Wines,Highlands,UK,Ardmore,Ardmore First
3990,16,1998,2014,56.60%,700,119.88,Ardmore 66.62,"Scotch Malt Whisky Society, Highlands Single Malt",Scotch Malt Whisky Society,Highlands,UK,Ardmore,Ardmore 66.62
3991,12,1999,2011,53.50%,700,61.05,Ardmore Dun Bheagan,"Ian Macleod, Highlands Single Malt",Ian Macleod,Highlands,UK,Ardmore,Ardmore Dun
4473,16,1987,2003,40.00%,700,65.49,Ardmore,"Gordon & MacPhail, Highlands Single Malt",Gordon & MacPhail,Highlands,UK,Ardmore,Ardmore
4822,18,1992,2010,49.10%,700,136.53,Ardmore,"The Whisky Agency, Highlands Single Malt",The Whisky Agency,Highlands,UK,Ardmore,Ardmore
4823,11,1995,2006,50.10%,700,190.92,Ardmore Exclusive (40th Anniversary),"Gordon & MacPhail, Highlands Single Malt",Gordon & MacPhail,Highlands,UK,Ardmore,Ardmore Exclusive
4824,8,2008,2016,57.10%,700,65.49,Ardmore,"North Star Spirits, Highlands Single Malt",North Star Spirits,Highlands,UK,Ardmore,Ardmore
5266,10,2005,2015,60.70%,700,95.46,Ardmore 66.86,"Scotch Malt Whisky Society, Highlands Single Malt",Scotch Malt Whisky Society,Highlands,UK,Ardmore,Ardmore 66.86
5668,30,1978,2008,53.70%,750,315.24,Ardmore (US Import),"Original Bottling, Highlands Single Malt",Original Bottling,Highlands,UK,Ardmore,Ardmore (US
6250,26,1977,2003,45.00%,700,389.61,Ardmore 35th Anniversary,"Samaroli, Highlands Single Malt",Samaroli,Highlands,UK,Ardmore,Ardmore 35th
6251,26,1977,2003,58.10%,700,174.27,Ardmore Scott´s Selection,"Robert Scott & Co, Highlands Single Malt",Robert Scott & Co,Highlands,UK,Ardmore,Ardmore Scott´s
6252,23,1977,2000,58.10%,700,204.24,Ardmore,"Signatory Vintage, Highlands Single Malt",Signatory Vintage,Highlands,UK,Ardmore,Ardmore
6253,21,1985,2006,54.60%,700,250.86,Ardmore 66.21,"Scotch Malt Whisky Society, Highlands Single Malt",Scotch Malt Whisky Society,Highlands,UK,Ardmore,Ardmore 66.21
6802,11,1979,1990,61.10%,750,229.77,Ardmore 66.2,"Scotch Malt Whisky Society, Highlands Single Malt",Scotch Malt Whisky Society,Highlands,UK,Ardmore,Ardmore 66.2
6803,8,2008,2016,46.00%,700,48.84,Ardmore Provenance,"Douglas Laing, Highlands Single Malt",Douglas Laing,Highlands,UK,Ardmore,Ardmore Provenance
5996,8,1997,2005,58.80%,700,72.15,Argyll The Old Matl Cask,"Douglas Laing,  Single Malt",Douglas Laing,Single,UK,Argyll,Argyll The
341,21,1995,2016,48.80%,700,294.15,Arran Single Cask (Malt and Music Festival 2017),"Original Bottling, Islands Single Malt",Original Bottling,Islands,UK,Arran,Arran Single
342,19,1996,2015,53.30%,700,105.45,Arran Single Cask,"Cadenhead, Islands Single Malt",Cadenhead,Islands,UK,Arran,Arran Single
343,20,1996,2016,49.10%,700,197.58,Arran,"Original Bottling, Islands Single Malt",Original Bottling,Islands,UK,Arran,Arran
344,20,1997,2017,44.40%,700,220.89,Arran Old Particular,"Douglas Laing, Islands Single Malt",Douglas Laing,Islands,UK,Arran,Arran Old
345,19,1997,2016,50.30%,700,436.23,Arran Single Cask (Malt and Music Festival 2017),"Original Bottling, Islands Single Malt",Original Bottling,Islands,UK,Arran,Arran Single
348,13,1996,2009,46.00%,700,357.42,Arran Icons of Arran (Peacock),"Original Bottling, Islands Single Malt",Original Bottling,Islands,UK,Arran,Arran Icons
349,21,1996,2017,52.50%,700,300.81,Arran White Stag (Third Release),"Original Bottling, Islands Single Malt",Original Bottling,Islands,UK,Arran,Arran White
780,8,1995,2003,55.00%,700,234.21,Arran 121.2,"Scotch Malt Whisky Society, Islands Single Malt",Scotch Malt Whisky Society,Islands,UK,Arran,Arran 121.2
781,12,1996,2008,55.60%,700,99.9,Arran,"Scots Whisky-Forum, Islands Single Malt",Scots Whisky-Forum,Islands,UK,Arran,Arran
782,19,1996,2015,49.20%,700,208.68,Arran Signle Cask (Taiwan Exclusive),"Original Bottling, Islands Single Malt",Original Bottling,Islands,UK,Arran,Arran Signle
783,18,1998,2016,53.70%,700,120.99,Arran Single Cask,"Original Bottling, Islands Single Malt",Original Bottling,Islands,UK,Arran,Arran Single
784,14,2000,2014,55.50%,700,101.01,Arran Single Cask,"Original Bottling, Islands Single Malt",Original Bottling,Islands,UK,Arran,Arran Single
785,16,2000,2016,53.00%,700,116.55,Arran 121.96,"Scotch Malt Whisky Society, Islands Single Malt",Scotch Malt Whisky Society,Islands,UK,Arran,Arran 121.96
786,9,2005,2014,50.70%,700,81.03,Arran Peated Edition (Private Cask),"Original Bottling, Islands Single Malt",Original Bottling,Islands,UK,Arran,Arran Peated
787,,1995,,43.00%,700,57.72,Arran Founder´s Reserve (First Release),"Original Bottling, Islands Single Malt",Original Bottling,Islands,UK,Arran,Arran Founder´s
1400,15,1996,2011,52.60%,700,111,Arran Single Cask,"Original Bottling, Islands Single Malt",Original Bottling,Islands,UK,Arran,Arran Single
1401,11,1998,2009,43.00%,700,86.58,Arran Robert Burns (250th Anniversary),"Original Bottling, Islands Single Malt",Original Bottling,Islands,UK,Arran,Arran Robert
1402,15,1999,2014,56.90%,700,96.57,Arran Bourbon Cask,"Original Bottling, Islands Single Malt",Original Bottling,Islands,UK,Arran,Arran Bourbon
1403,12,1998,2010,46.00%,700,107.67,Arran Icons of Arran (Westie),"Original Bottling, Islands Single Malt",Original Bottling,Islands,UK,Arran,Arran Icons
1866,12,1996,2008,50.00%,700,63.27,Arran Leun´s Cask,"Original Bottling, Islands Single Malt",Original Bottling,Islands,UK,Arran,Arran Leun´s
1867,16,1997,2013,46.00%,700,96.57,Arran Maltman (Sherry Cask),"Meadowside Blending, Islands Single Malt",Meadowside Blending,Islands,UK,Arran,Arran Maltman
1868,20,1997,2017,53.00%,700,93.24,Arran Private Bottling,"Original Bottling, Islands Single Malt",Original Bottling,Islands,UK,Arran,Arran Private
1869,16,1997,2013,56.50%,700,116.55,Arran Sherry Cask,"Original Bottling, Islands Single Malt",Original Bottling,Islands,UK,Arran,Arran Sherry
1870,13,1999,2012,58.10%,700,89.91,Arran 121.67,"Scotch Malt Whisky Society, Islands Single Malt",Scotch Malt Whisky Society,Islands,UK,Arran,Arran 121.67
1871,15,1999,2014,56.20%,700,97.68,Arran 121.84,"Scotch Malt Whisky Society, Islands Single Malt",Scotch Malt Whisky Society,Islands,UK,Arran,Arran 121.84
1872,10,2005,2015,59.00%,700,169.83,Arran Malt & Music Festival 2015,"Original Bottling, Islands Single Malt",Original Bottling,Islands,UK,Arran,Arran Malt
1873,10,2007,2017,54.20%,700,72.15,Arran Master of Distilling,"Original Bottling, Islands Single Malt",Original Bottling,Islands,UK,Arran,Arran Master
2460,20,1995,2015,53.80%,700,326.34,Arran Single Cask (Salon de Shimaji),"Original Bottling, Islands Single Malt",Original Bottling,Islands,UK,Arran,Arran Single
2461,19,1996,2015,54.00%,700,117.66,Arran,"Cadenhead, Islands Single Malt",Cadenhead,Islands,UK,Arran,Arran
2462,10,2004,2014,56.20%,700,91.02,Arran Bere Barley,"Original Bottling, Islands Single Malt",Original Bottling,Islands,UK,Arran,Arran Bere
2463,10,2006,2016,52.50%,700,132.09,Arran Private Cask,"Original Bottling, Islands Single Malt",Original Bottling,Islands,UK,Arran,Arran Private
2464,,2008,,57.40%,700,153.18,Arran 25th Anniversary,"Original Bottling, Islands Single Malt",Original Bottling,Islands,UK,Arran,Arran 25th
2465,5,1995,2000,43.00%,750,69.93,Arran Founder´s Reserve (US Import),"Original Bottling, Islands Single Malt",Original Bottling,Islands,UK,Arran,Arran Founder´s
2466,20,1996,2016,49.50%,700,414.03,Arran White Stag (Second Release),"Original Bottling, Islands Single Malt",Original Bottling,Islands,UK,Arran,Arran White
3010,11,1999,2010,54.60%,700,112.11,Arran 15th Anniversary Bottling,"Original Bottling, Islands Single Malt",Original Bottling,Islands,UK,Arran,Arran 15th
3011,5,1996,2001,56.70%,750,123.21,Arran Single Cask,"Blackadder, Islands Single Malt",Blackadder,Islands,UK,Arran,Arran Single
3012,9,1996,2005,46.00%,700,64.38,Arran Vintage Collection,"Original Bottling, Islands Single Malt",Original Bottling,Islands,UK,Arran,Arran Vintage
